,Id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
24,4030556,Rikitea,66,PF,1563134691,84,-23.12,-134.97,74.68,14.76
25,3418910,Upernavik,6,GL,1563134691,78,72.79,-56.15,45.34,5.97
26,2517679,Fortuna,20,ES,1563134691,83,38.18,-1.13,81,10.29
27,3899361,Arica,0,CL,1563134692,63,-18.48,-70.32,64.4,11.41
28,3833859,Barrow,100,AR,1563134692,63,-38.31,-60.23,50.56,7.05
29,1259385,Port Blair,100,IN,1563134692,78,11.67,92.75,84.22,22.53
30,1014034,Carnarvon,0,ZA,1563134692,21,-30.97,22.13,55.42,7.49
31,3466165,Cidreira,100,BR,1563134692,85,-30.17,-50.22,51.82,7.23
32,6138908,Saint-Philippe,40,CA,1563134693,54,45.36,-73.48,79,9.17
33,683843,Vad,87,RO,1563134693,84,45.79,25.15,57,1.01
34,2063036,Port Lincoln,94,AU,1563134693,78,-34.72,135.86,54.16,14.92
35,2126199,Cherskiy,100,RU,1563134693,92,68.75,161.3,40.12,20.22
36,2069194,Jamestown,74,AU,1563134693,91,-33.21,138.6,45.52,6.73
37,5855927,Hilo,90,US,1563134694,61,19.71,-155.08,82,5.82
38,3471451,Arraial do Cabo,0,BR,1563134694,78,-22.97,-42.02,77,6.93
39,3665098,Barcelos,100,BR,1563134694,76,-0.97,-62.93,82.24,3.11
40,2163355,Hobart,75,AU,1563134547,61,-42.88,147.33,48.2,11.41
41,3353383,Rundu,0,NA,1563134694,20,-17.91,19.77,64.4,3.36
42,2126123,Chokurdakh,93,RU,1563134694,86,70.62,147.9,44.98,9.93
43,1273574,Vaini,90,IN,1563134695,89,15.34,74.49,76.84,1.34
44,2012956,Yerbogachen,100,RU,1563134695,80,61.28,108.01,61.72,4.99
45,477940,Ust-Tsilma,100,RU,1563134695,75,65.44,52.15,56.86,2.64
46,3424607,Tasiilaq,75,GL,1563134695,53,65.61,-37.64,50,3.36
47,2164771,Grafton,0,AU,1563134695,60,-29.69,152.93,50,4.7
48,6167817,Torbay,90,CA,1563134696,93,47.66,-52.73,55.99,13.87
49,3347019,Namibe,87,AO,1563134696,85,-15.19,12.15,66.22,10.98
50,4501427,Port Elizabeth,1,US,1563134696,55,39.31,-74.98,93,9.17
51,1800519,Mingguang,11,CN,1563134696,84,32.78,118.01,73.42,5.19
52,3369157,Cape Town,0,ZA,1563134636,81,-33.93,18.42,53.6,9.17
53,5367788,Lompoc,0,US,1563134697,27,34.64,-120.46,93,8.05
54,611964,Shorapani,0,GE,1563134697,94,42.1,43.08,68,5.82
55,3421765,Nanortalik,94,GL,1563134697,92,60.14,-45.24,39.04,6.87
56,1538641,Kedrovyy,0,RU,1563134697,72,56.17,91.82,59,4.47
57,3863379,Mar del Plata,41,AR,1563134697,67,-46.43,-67.52,43,6.93
58,2075265,Busselton,67,AU,1563134697,68,-33.64,115.35,52,18.48
59,2174444,Bowen,68,AU,1563134698,93,-20.01,148.25,54,5.82
60,5848280,Kapaa,40,US,1563134698,74,22.08,-159.32,82.4,13.87
61,3390864,Acari,91,BR,1563134698,51,-6.44,-36.64,84.76,19.04
62,3531368,Celestun,100,MX,1563134698,83,20.87,-90.4,82.6,18.25
63,3130606,Alcaniz,0,ES,1563134698,73,41.05,-0.13,75,1.01
64,6165406,Thompson,75,CA,1563134699,63,55.74,-97.86,66.2,4.7
65,6201424,Mataura,90,NZ,1563134699,90,-46.19,168.86,38.68,4.81
66,2094342,Kavieng,100,PG,1563134699,80,-2.57,150.8,80.26,7.34
67,2175403,Bluff,87,AU,1563134699,59,-23.58,149.07,43,5.68
68,2084442,Vanimo,32,PG,1563134700,79,-2.67,141.3,80.44,4.94
69,2035265,Qiqihar,0,CN,1563134700,94,47.35,123.91,66.04,2.55
70,2152659,Port Macquarie,0,AU,1563134700,61,-31.43,152.91,52,19.46
71,2136825,Isangel,90,VU,1563134700,100,-19.55,169.27,69.8,3.83
72,3687505,La Palma,55,CO,1563134701,60,5.36,-74.39,84.22,2.26
73,3451138,Rio Grande,40,BR,1563134701,62,-32.03,-52.1,59,9.17
74,2160063,Codrington,0,AU,1563134701,65,-28.95,153.24,50,13.87
75,148251,Julfa,0,AZ,1563134701,50,38.95,45.63,75.2,13.87
76,3652764,Puerto Ayora,20,EC,1563134701,61,-0.74,-90.35,78.8,23.04
77,4020109,Atuona,16,PF,1563134702,75,-9.8,-139.03,80.8,18.21
78,3401283,Currais Novos,91,BR,1563134585,51,-6.26,-36.52,84.76,19.04
79,2109528,Buala,95,SB,1563134703,83,-8.15,159.59,77.38,2.64
80,1282256,Hithadhoo,17,MV,1563134505,70,-0.6,73.08,83.14,4.76
81,2013392,Vilyuysk,97,RU,1563134703,66,63.75,121.63,61.18,7.58
82,4407665,Kodiak,1,US,1563134703,62,39.95,-94.76,91.99,8.05
83,5983720,Iqaluit,20,CA,1563134704,71,63.75,-68.52,51.8,4.7
84,3423146,Ilulissat,20,GL,1563134704,40,69.22,-51.1,53.6,8.05
85,2123814,Leningradskiy,100,RU,1563134705,95,69.38,178.42,36.7,6.91
86,1733782,Victoria,75,BN,1563134706,88,5.28,115.24,78.8,1.12
87,262462,Saint George,75,GR,1563134706,53,39.45,22.34,77,4.7
88,3386213,Touros,75,BR,1563134706,78,-5.2,-35.46,80.6,11.41
89,1860871,Kadoma,90,JP,1563134706,94,34.73,135.6,73.4,5.82
90,1636308,Manokwari,100,ID,1563134707,65,-0.87,134.08,72.16,4.68
91,3115824,Muros,20,ES,1563134707,78,42.77,-9.06,72,5.82
92,3450909,Rondonopolis,30,BR,1563134707,38,-16.46,-54.64,83.68,3.11
93,2012530,Zhigansk,30,RU,1563134707,45,66.77,123.37,57.58,16.96
94,5880568,Bethel,75,US,1563134707,77,60.79,-161.76,62.6,5.82
95,1725582,Atok,94,PH,1563134707,85,16.63,120.77,69.46,2.98
96,2848175,Renningen,20,DE,1563134708,77,48.77,8.94,63,8.05
97,2339937,Mani,67,NG,1563134708,75,12.12,6.75,78.46,16.37
98,3450288,Santa Cruz Cabralia,20,BR,1563134708,65,-16.28,-39.02,77,9.17
99,5606187,Saint Anthony,1,US,1563134708,32,43.97,-111.68,86,11.41
100,475469,Verkhnetulomskiy,75,RU,1563134708,70,68.61,31.8,46.4,2.24
101,3393692,Itarema,84,BR,1563134709,81,-2.92,-39.92,76.48,7.02
102,1218436,Sayat,0,TM,1563134709,22,38.78,63.88,91.4,13.87
103,2737599,Saldanha,0,PT,1563134709,51,41.42,-6.55,76.48,6.49
104,5861897,Fairbanks,1,US,1563134545,64,64.84,-147.72,72,3.36
105,657181,Huittinen,0,FI,1563134709,62,61.18,22.7,59,2.24
106,1262062,Naliya,100,IN,1563134709,79,23.26,68.83,83.5,28.36
107,6111867,Port Hawkesbury,40,CA,1563134710,83,45.62,-61.36,75,8.05
108,1510998,Balakhta,0,RU,1563134710,84,55.38,91.62,51.82,5.03
109,2119283,Zyryanka,50,RU,1563134710,67,65.73,150.89,58.84,27.07
110,4267710,Sitka,0,US,1563134710,46,37.17,-99.65,89.01,4.0
111,3664980,Boa Vista,40,BR,1563134710,46,2.82,-60.67,89.6,5.82
112,5924351,Clyde River,90,CA,1563134711,93,70.47,-68.59,41,17.22
113,3453439,Ponta do Sol,42,BR,1563134711,54,-20.63,-46.0,67.48,1.19
114,292968,Abu Dhabi,61,AE,1563134637,67,24.47,54.37,93.2,6.93
115,6170031,Tuktoyaktuk,75,CA,1563134711,59,69.44,-133.03,64.4,5.82
116,4014501,Charcas,77,MX,1563134711,40,23.13,-101.11,77.38,9.78
117,543396,Koygorodok,0,RU,1563134711,95,60.44,51.01,52.54,3.0
118,6541794,Giaveno,75,IT,1563134712,73,45.04,7.35,71.6,5.82
119,509026,Plesetsk,63,RU,1563134712,89,62.71,40.29,46.42,1.39
120,5423294,Golden,75,US,1563134458,26,39.76,-105.22,93,5.82
121,3870243,Taltal,100,CL,1563134712,72,-25.41,-70.49,56.68,3.74
122,1106677,Bambous Virieux,40,MU,1563134712,77,-20.34,57.76,66,8.97
123,3893656,Copiapo,0,CL,1563134713,59,-27.37,-70.33,60.8,8.05
124,2995603,Saint-Pierre,0,FR,1563134713,59,48.95,4.24,66.2,12.75
125,1688687,San Quintin,57,PH,1563134713,90,17.54,120.52,74.14,3.69
126,5972762,Hay River,40,CA,1563134713,68,60.82,-115.79,64.4,11.41
127,2092164,Lorengau,88,PG,1563134714,82,-2.02,147.27,79,8.66
128,1068971,Antsohihy,62,MG,1563134714,60,-14.88,47.99,71.44,27.69
129,5354943,Half Moon Bay,5,US,1563134714,72,37.46,-122.43,80.01,14.99
130,4033557,Tautira,75,PF,1563134714,74,-17.73,-149.15,78.8,10.29
131,1544583,Uyskoye,98,RU,1563134714,67,54.37,60.01,67.3,3.51
132,2018735,Nyurba,88,RU,1563134715,91,63.29,118.35,61.36,6.26
133,4326511,Greensburg,90,US,1563134715,88,30.83,-90.67,80.01,8.05
134,4707173,Livingston,90,US,1563134715,74,30.71,-94.93,87.01,6.93
135,898905,Sesheke,31,NA,1563134715,32,-17.47,24.29,53.6,2.24
136,1015776,Bredasdorp,28,ZA,1563134715,87,-34.53,20.04,48.2,8.05
137,1028434,Quelimane,0,MZ,1563134716,73,-17.88,36.89,71.6,4.7
138,3985710,Cabo San Lucas,20,MX,1563134498,59,22.89,-109.91,93,14.99
139,4031637,Lavrentiya,100,RU,1563134716,60,65.58,-170.99,62.8,4.05
140,3946820,Barranca,4,PE,1563134716,84,-10.75,-77.76,62.08,13.91
141,344979,Lebu,75,ET,1563134716,93,8.96,38.73,59,4.7
142,1790885,Changji,33,CN,1563134716,92,32.07,116.17,69.1,4.5
143,352733,Marsa Matruh,0,EG,1563134717,83,31.35,27.25,78.8,3.36
144,1899102,Nagato,75,JP,1563134717,94,34.35,131.14,73.4,2.24
145,53654,Mogadishu,20,SO,1563134717,78,2.04,45.34,76.84,14.18
146,4787534,Sterling,40,US,1563134717,52,39.0,-77.4,93.99,5.82
147,1516589,Zhezkazgan,0,KZ,1563134717,31,47.8,67.71,78.82,11.48
148,4004293,Ixtapa,75,MX,1563134718,55,20.71,-105.21,89.01,6.93
149,2173911,Broken Hill,90,AU,1563134718,71,-31.97,141.45,50,19.46
150,556268,Ostrovnoy,68,RU,1563134718,93,68.05,39.51,41.38,4.07
151,2444995,Filingue,92,NE,1563134718,31,14.35,3.32,95.56,9.19
152,7671223,Kloulklubed,90,PW,1563134718,78,7.04,134.26,80.6,9.17
153,2015306,Tiksi,96,RU,1563134719,68,71.64,128.87,42.28,2.33
154,6148373,Sioux Lookout,75,CA,1563134719,94,50.1,-91.92,69.8,5.82
155,3022911,Courtenay,0,FR,1563134454,55,48.04,3.06,66.2,8.05
156,3911925,El Alto,20,BO,1563134719,11,-16.5,-68.19,59,6.93
157,3460087,Jardim,57,BR,1563134719,51,-21.48,-56.15,77.02,2.17
158,3831208,Qaanaaq,70,GL,1563134720,64,77.48,-69.36,44.26,11.32
159,3141667,Roald,75,NO,1563134720,81,62.58,6.12,53.6,5.82
160,6693679,Gizo,0,IL,1563134720,65,31.8,34.94,80.6,4.7
161,1488048,Ulagan,47,RU,1563134720,98,50.63,87.96,44.98,1.97
162,463355,Zheleznodorozhnyy,0,RU,1563134618,77,55.75,38.0,59,2.24
163,3452925,Alvorada,90,BR,1563134721,87,-30.0,-51.08,55.4,4.7
164,2154386,Olinda,75,AU,1563134721,87,-37.84,145.39,48.99,16.11
165,464790,Zapolyarnyy,75,RU,1563134721,75,69.43,30.82,46.4,8.05
166,2020838,Lensk,27,RU,1563134721,91,60.71,114.91,59.74,3.89
167,6185377,Yellowknife,20,CA,1563134722,37,62.45,-114.38,68,10.29
168,6138501,Saint-Augustin,75,CA,1563134722,56,45.63,-73.98,79,10.29
169,5703670,Elko,1,US,1563134671,16,40.83,-115.76,96.01,4.7
170,3388618,Sao Joao do Piaui,3,BR,1563134722,44,-8.36,-42.25,80.62,6.33
171,158597,Kahama,92,TZ,1563134722,42,-3.83,32.6,74.68,9.28
172,1006984,East London,0,ZA,1563134554,87,-33.02,27.91,60.8,16.11
173,5866063,Kenai,90,US,1563134632,82,60.55,-151.26,61,9.17
174,4031574,Provideniya,90,RU,1563134723,66,64.42,-173.23,53.6,6.71
175,2194098,Ahipara,0,NZ,1563134723,66,-35.17,173.16,57.94,14.76
176,577922,Belomorsk,100,RU,1563134723,97,64.52,34.76,46.24,6.89
177,2065594,Mount Isa,0,AU,1563134723,31,-20.73,139.49,50,13.87
178,1808534,Helong,100,CN,1563134724,95,25.94,116.13,73.42,2.15
179,1630349,Belawan,79,ID,1563134724,90,-0.59,114.46,64.96,1.52
180,1651591,Amahai,100,ID,1563134724,93,-3.31,129.0,77,12.84
181,4036284,Alofi,100,NU,1563134724,88,-19.06,-169.92,69.8,2.24
182,3126369,Carballo,0,ES,1563134724,78,43.21,-8.69,72,5.82
183,3421719,Narsaq,0,GL,1563134725,45,60.91,-46.05,64.4,6.93
184,1498389,Moshkovo,0,RU,1563134725,87,55.3,83.61,57.2,4.47
185,3026644,Souillac,0,FR,1563134725,36,45.6,-0.6,77,11.41
186,2176639,Batemans Bay,35,AU,1563134725,95,-35.71,150.18,51.01,8.01
187,2112802,Hasaki,75,JP,1563134726,94,35.73,140.83,68,10.29
188,5690532,Minot,1,US,1563134726,43,48.23,-101.3,88,8.05
189,2523920,Santa Rosalia,0,IT,1563134726,74,38.07,13.27,81,11.41
190,3372783,Ponta Delgada,20,PT,1563134482,64,37.73,-25.67,73.4,13.87
191,6355222,Yulara,0,AU,1563134726,60,-25.24,130.99,42.8,11.41
192,359792,Aswan,0,EG,1563134726,18,24.09,32.9,98.6,10.29
193,3374210,Sao Filipe,9,CV,1563134727,87,14.9,-24.5,74.32,12.44
194,527034,Loknya,5,RU,1563134727,80,54.21,39.24,51.01,1.72
195,3691954,Sechura,39,PE,1563134727,86,-5.56,-80.82,64.6,14.65
196,3446295,Torres,100,BR,1563134727,95,-29.34,-49.73,53.08,5.5
197,1821935,Ta Khmau,20,KH,1563134686,74,11.48,104.95,82.4,4.7
198,6111696,Port-Cartier,90,CA,1563134728,93,50.03,-66.88,59,6.93
199,3572462,Dunmore Town,42,BS,1563134728,78,25.5,-76.65,83.14,13.38
200,3378644,Georgetown,40,GY,1563134728,74,6.8,-58.16,86,11.41
201,5767918,Pierre,1,US,1563134723,62,44.37,-100.35,87.8,6.17
202,1229901,Polonnaruwa,94,LK,1563134728,69,7.94,81.0,80.26,12.44
203,2654970,Brae,43,GB,1563134729,87,60.4,-1.35,51.8,8.05
204,2644487,Lincoln,20,GB,1563134545,77,53.23,-0.54,63,9.17
205,2191562,Dunedin,28,NZ,1563134551,73,-45.87,170.5,41,3.0
206,2180815,Tuatapere,100,NZ,1563134729,68,-46.13,167.69,46.78,15.03
207,2375254,Bafata,63,GW,1563134729,84,12.17,-14.67,77.56,6.46
208,3622716,Nicoya,40,CR,1563134730,62,10.15,-85.45,87.8,12.75
209,2460596,Bamako,20,ML,1563134716,74,12.65,-8.0,84.2,3.36
210,3894426,Coihaique,20,CL,1563134676,70,-45.58,-72.07,46.4,3.36
211,1623197,Tual,100,ID,1563134730,81,-5.67,132.75,77.38,20.78
212,2610343,Vestmanna,100,FO,1563134731,93,62.16,-7.17,53.6,4.7
213,2022572,Khatanga,87,RU,1563134731,59,71.98,102.47,48.94,10.76
214,5312476,Safford,1,US,1563134731,17,32.83,-109.71,100.4,5.82
215,1790371,Xiantao,82,CN,1563134731,92,30.37,113.44,73.6,3.33
216,2121385,Severo-Kurilsk,85,RU,1563134731,97,50.68,156.12,43.9,10.29
217,118063,Sabzevar,0,IR,1563134731,50,36.21,57.68,78.46,7.4
218,1490256,Talnakh,100,RU,1563134732,93,69.49,88.39,51.8,6.71
219,2167426,Emerald,63,AU,1563134732,69,-23.53,148.16,39.99,2.93
220,689198,Kyrylivka,9,UA,1563134732,77,47.65,37.3,60.28,4.36
221,3603330,Amapa,40,HN,1563134732,49,15.09,-87.97,93.2,19.46
222,553350,Kamskiye Polyany,0,RU,1563134732,82,55.43,51.42,62.6,11.18
223,2123979,Kurilsk,100,RU,1563134733,87,45.23,147.88,51.64,4.43
224,64814,Bandarbeyla,100,SO,1563134733,66,9.49,50.81,79,26.35
225,780687,Berlevag,75,NO,1563134733,93,70.86,29.09,44.6,9.17
226,3419842,Sisimiut,0,GL,1563134733,79,66.94,-53.67,44.26,13.89
227,175499,Nchelenge,0,ZM,1563134733,48,-9.35,28.74,63.7,6.46
228,933734,Gweta,0,BW,1563134734,24,-20.21,25.26,61.54,13.27
229,2456917,Goundam,31,ML,1563134734,27,16.42,-3.66,97.36,3.83
230,3389673,Santa Cruz,73,BR,1563134734,73,-6.22,-36.02,75.4,13.04
231,467527,Savinskiy,63,RU,1563134734,89,62.93,40.14,46.42,1.39
232,325336,Adilcevaz,0,TR,1563134734,45,38.8,42.73,64.4,4.99
233,2017155,Saskylakh,4,RU,1563134735,64,71.97,114.09,45.88,10.45
234,523392,Naryan-Mar,100,RU,1563134735,97,67.67,53.09,45.52,5.88
235,777682,Skjervoy,75,NO,1563134735,70,70.03,20.97,48.2,6.93
236,1797535,Qiongshan,0,CN,1563134735,94,20.01,110.35,82.4,4.47
237,3577154,Oranjestad,40,AW,1563134736,59,12.52,-70.03,89.6,25.28
238,4299670,Madisonville,1,US,1563134736,46,37.33,-87.5,93.99,8.05
239,1254709,Tezu,100,IN,1563134736,96,27.93,96.16,70.9,3.87
240,3372707,Ribeira Grande,20,PT,1563134736,64,38.52,-28.7,75.2,9.17
241,3421193,Paamiut,0,GL,1563134736,87,61.99,-49.67,43.72,8.93
242,3388456,Sao Jose da Coroa Grande,37,BR,1563134737,92,-8.9,-35.15,72.7,4.56
243,5493403,Sunland Park,1,US,1563134737,19,31.8,-106.58,100,3.44
244,2510725,Tacoronte,75,ES,1563134737,100,28.48,-16.41,75.2,19.46
245,5960603,Geraldton,90,CA,1563134737,53,49.72,-86.95,77,8.05
246,2132606,Samarai,100,PG,1563134738,95,-10.62,150.67,73.78,8.7
247,3899695,Ancud,40,CL,1563134738,81,-41.87,-73.83,48.2,11.41
248,1242110,Kalmunai,96,LK,1563134738,84,7.42,81.82,77.74,2.3
249,4034551,Faanui,61,PF,1563134738,75,-16.48,-151.75,79.18,9.57
250,6104820,Pinawa,73,CA,1563134739,45,50.15,-95.88,88,1.01
251,364933,Umm Kaddadah,100,SD,1563134739,45,13.6,26.69,85.12,8.5
252,3037899,Ambon,0,FR,1563134739,60,47.55,-2.56,73,9.17
253,1267433,Kattivakkam,40,IN,1563134739,66,13.22,80.32,84.2,11.41
254,5368361,Olga,1,US,1563134740,57,34.11,-118.17,97,9.48
255,1797873,Sanbu,0,CN,1563134740,84,33.46,119.15,72.7,4.45
256,1058381,Morondava,0,MG,1563134740,54,-20.3,44.28,73.24,11.56
257,212902,Kindu,0,CD,1563134740,61,-2.95,25.92,74.86,1.01
258,1244926,Hambantota,100,LK,1563134741,81,6.12,81.12,81.88,16.28
259,3432043,La Plata,100,AR,1563134620,67,-34.92,-57.95,57.2,6.93
260,897456,Sinazongwe,3,ZM,1563134741,36,-17.26,27.46,55.06,4.43
261,866062,Iskateley,100,RU,1563134741,97,67.68,53.15,45.52,5.88
262,3374083,Bathsheba,40,BB,1563134558,83,13.22,-59.52,82.4,21.92
263,1524298,Aksu,0,KZ,1563134741,68,52.04,76.93,71.6,11.18
264,3119841,Beira,0,ES,1563134742,78,43.2,-8.36,72,5.82
265,2013639,Verkhnevilyuysk,48,RU,1563134742,72,63.45,120.31,62.44,6.82
266,2290462,Danane,7,CI,1563134742,96,7.26,-8.15,69.28,2.15
267,3609418,San Cristobal,0,HN,1563134742,36,14.68,-86.92,86.2,10.6
268,3357804,Eenhana,0,NA,1563134742,13,-17.48,16.34,71.6,3.36
269,1794903,Shiyan,50,CN,1563134743,94,32.65,110.78,63.7,0.22
270,3517970,Pochutla,75,MX,1563134743,62,15.74,-96.47,90,14.99
271,1067565,Beloha,44,MG,1563134743,83,-25.17,45.06,64.42,14.83
272,4148533,Bonita Springs,75,US,1563134623,52,26.35,-81.82,93.99,10.29
273,2128025,Shizunai,86,JP,1563134743,95,42.33,142.37,60.1,2.08
274,2192362,Christchurch,72,NZ,1563134743,100,-43.53,172.64,37,3.36
275,1185239,Sarankhola,100,BD,1563134744,85,22.31,89.79,82.78,11.21
276,1688696,San Policarpo,100,PH,1563134744,88,12.18,125.51,76.84,8.03
277,1567148,Tam Ky,75,VN,1563134744,78,15.57,108.48,82.4,2.24
278,2016701,Shimanovsk,98,RU,1563134744,95,52.0,127.67,63.7,5.1
279,2702977,Dalvik,68,SE,1563134745,77,57.79,14.13,62.6,5.82
280,4032369,Pangai,75,TO,1563134745,69,-19.8,-174.35,75.2,17.22
281,235826,Zemio,100,CF,1563134745,94,5.02,25.13,69.1,2.53
282,1852357,Shimoda,75,JP,1563134745,94,34.7,138.93,72,6.93
283,86049,Jalu,0,LY,1563134745,39,29.03,21.55,84.76,12.93
284,933777,Gabane,0,BW,1563134745,35,-24.67,25.78,55.4,2.24
285,2662689,Visby,0,SE,1563134746,48,57.64,18.3,60.8,4.7
286,1512101,Agirish,100,RU,1563134746,62,61.92,63.02,71.44,7.92
287,2120612,Tigil,53,RU,1563134746,71,57.8,158.67,58.3,22.68
288,2121025,Srednekolymsk,100,RU,1563134746,66,67.46,153.71,50.38,16.87
289,2704613,Hudiksvall,100,SE,1563134746,86,61.73,17.1,52.18,2.55
290,2173125,Burnie,43,AU,1563134747,76,-41.05,145.91,46.99,11.99
291,3392887,Patos,90,BR,1563134747,49,-7.03,-37.28,83.86,10.16
292,3437029,San Patricio,100,PY,1563134747,97,-26.98,-56.83,63.16,5.46
293,1862505,Hirara,0,JP,1563134747,82,24.8,125.28,83.32,11.27
294,5392952,Santa Barbara,0,US,1563134709,27,34.42,-119.7,93,8.05
295,5851349,Nanakuli,40,US,1563134748,58,21.39,-158.15,86,14.99
296,2361177,Djibo,76,BF,1563134748,36,14.1,-1.63,92.5,8.59
297,2071860,Esperance,0,AU,1563134748,93,-33.86,121.89,44.6,8.05
298,6096551,Pangnirtung,75,CA,1563134748,81,66.15,-65.72,50,4.7
299,2110227,Butaritari,100,KI,1563134749,68,3.07,172.79,85.12,8.93
300,716935,Biri,0,HU,1563134749,68,47.81,21.85,64.4,5.82
301,1337612,Dhidhdhoo,100,MV,1563134749,72,6.88,73.1,83.14,9.6
302,2016307,Solnechnyy,65,RU,1563134749,83,50.72,136.64,64.78,0.16
303,5030005,Hibbing,40,US,1563134749,69,47.43,-92.94,84,8.05
304,1489853,Tazovskiy,92,RU,1563134750,81,67.47,78.7,52,12.66
305,3839307,Rawson,68,AR,1563134750,52,-43.3,-65.11,47.86,8.41
306,1865309,Katsuura,75,JP,1563134750,94,33.93,134.5,71.6,6.93
307,1337610,Thinadhoo,100,MV,1563134750,68,0.53,72.93,83.86,4.25
308,5859699,College,1,US,1563134750,64,64.86,-147.8,72,3.36
309,2039557,Khasan,33,RU,1563134751,96,42.43,130.64,60.28,1.23
310,1848976,Wajima,32,JP,1563134751,85,37.4,136.9,71.08,12.8
311,3460942,Itacarambi,15,BR,1563134751,34,-15.1,-44.09,69.82,3.33
312,3576994,Cockburn Town,40,TC,1563134751,66,21.46,-71.14,89.6,16.11
313,2063042,Port Hedland,0,AU,1563134751,46,-20.31,118.58,53.6,6.93
314,3449747,Santa Vitoria do Palmar,0,BR,1563134521,86,-33.52,-53.37,47.5,5.79
315,1628884,Sampit,89,ID,1563134752,99,-2.54,112.95,68.38,1.5
316,1505579,Inta,100,RU,1563134752,94,66.04,60.13,57.94,14.43
317,2347758,Bara,100,NG,1563134752,86,10.41,10.6,74.14,7.87
318,1508636,Burla,0,RU,1563134752,77,53.34,78.33,63.88,8.66
319,1571058,Phan Thiet,100,VN,1563134753,87,10.93,108.1,75.94,6.2
320,1056899,Sambava,57,MG,1563134753,76,-14.27,50.17,63.16,3.38
321,1625929,Sungaipenuh,94,ID,1563134625,96,-2.08,101.38,70.36,3.09
322,117392,Mitu,0,IR,1563134753,39,36.2,46.09,59.02,2.8
323,2013375,Vitim,68,RU,1563134753,86,59.44,112.57,57.04,3.24
324,2488835,Medea,0,DZ,1563134754,61,36.27,2.77,78.8,10.29
325,1632694,Pangkalanbuun,78,ID,1563134754,99,-2.68,111.62,67.84,2.62
326,1256259,Silvassa,58,IN,1563134730,81,20.27,73.0,81.16,10.29
327,102318,Sayhat,0,SA,1563134754,52,26.49,50.04,93.2,8.05
328,3031871,Veraval,0,FR,1563134754,59,49.65,0.71,64.4,11.41
329,1174451,Keti Bandar,90,PK,1563134754,83,24.14,67.45,83.14,28.1
330,6050194,La Sarre,66,CA,1563134755,32,48.8,-79.2,77.92,6.69
331,3894406,Coihueco,75,CL,1563134755,82,-36.63,-71.83,55.4,5.82
332,934649,Cap Malheureux,40,MU,1563134755,77,-19.98,57.61,66,13.04
333,3932145,Pisco,90,PE,1563134755,30,-13.71,-76.2,71.6,5.82
334,2208248,Kaitangata,76,NZ,1563134756,76,-46.28,169.85,37,4.0
335,2063056,Port Augusta,0,AU,1563134756,81,-32.49,137.76,50,5.82
336,1496100,Ordynskoye,0,RU,1563134756,81,54.37,81.9,58.48,7.87
337,3380290,Sinnamary,0,GF,1563134757,75,5.38,-52.96,81.7,11.5
338,546105,Nikolskoye,0,RU,1563134757,71,59.7,30.79,57.2,2.24
339,3546791,Moa,4,CU,1563134757,61,20.66,-74.95,82.78,9.26
340,1642858,Jambi,35,ID,1563134758,92,-1.6,103.62,72.34,3.78
341,1514792,Gazojak,0,TM,1563134758,10,41.19,61.4,89.8,7.96
342,5955902,Fort Nelson,40,CA,1563134758,52,58.81,-122.69,66.2,6.93
